model_name,split,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,selected_by,params,negative_precision,negative_recall,negative_f1,negative_support,neutral_precision,neutral_recall,neutral_f1,neutral_support,positive_precision,positive_recall,positive_f1,positive_support
majority_class,valid,0.4289405684754522,0.1429801894918174,0.3333333333333333,0.20012055455093428,0.2575194732981015,,"{""majority_class"": ""positive"", ""strategy"": ""most_frequent""}",0.0,0.0,0.0,311,0.0,0.0,0.0,131,0.4289405684754522,1.0,0.6003616636528029,332
majority_class,test,0.4296774193548387,0.1432258064516129,0.3333333333333333,0.2003610108303249,0.25827180621870266,,"{""majority_class"": ""positive"", ""strategy"": ""most_frequent""}",0.0,0.0,0.0,311,0.0,0.0,0.0,131,0.4296774193548387,1.0,0.6010830324909747,333
logistic_regression,valid,0.91343669250646,0.902469317744537,0.8926588019193437,0.8972251660559699,0.9130528601504152,valid_macro_f1,"{""C"": 2.0, ""class_weight"": ""balanced"", ""min_df"": 1, ""ngram_range"": [1, 2]}",0.9,0.9260450160771704,0.9128367670364501,311,0.8617886178861789,0.8091603053435115,0.8346456692913385,131,0.945619335347432,0.9427710843373494,0.9441930618401206,332
logistic_regression,test,0.9174193548387096,0.8959561149847998,0.8933401382040346,0.8940276252080223,0.917602173773641,valid_macro_f1,"{""C"": 2.0, ""class_weight"": ""balanced"", ""min_df"": 1, ""ngram_range"": [1, 2]}",0.8975903614457831,0.9581993569131833,0.926905132192846,311,0.8062015503875969,0.7938931297709924,0.8,131,0.9840764331210191,0.9279279279279279,0.955177743431221,333
linear_svm,valid,0.9250645994832042,0.9214098121790429,0.8943991522901701,0.9058160003041088,0.9237736207482394,valid_macro_f1,"{""C"": 1.0, ""class_weight"": null, ""min_df"": 1, ""ngram_range"": [1, 2]}",0.9046153846153846,0.9453376205787781,0.9245283018867925,311,0.9099099099099099,0.7709923664122137,0.8347107438016529,131,0.9497041420118343,0.9668674698795181,0.9582089552238806,332
linear_svm,test,0.9329032258064516,0.9242138822658634,0.8996028993329009,0.9098090499897985,0.9314917579493712,valid_macro_f1,"{""C"": 1.0, ""class_weight"": null, ""min_df"": 1, ""ngram_range"": [1, 2]}",0.9101796407185628,0.977491961414791,0.9426356589147287,311,0.8928571428571429,0.7633587786259542,0.823045267489712,131,0.9696048632218845,0.9579579579579579,0.9637462235649547,333
